MRK000207215_M
MRK000027783_M
MRK000027785_M
MRK000027905_M
MRK000027907_M
MRK000027909_M
MRK000027911_M
MRK000027915_M
MRK000027917_M
MRK000027921_M
MRK000027954_M
MRK000028382_M
MRK000028605_M
MRK000037935_M
MRK000037939_M
MRK000037943_M
MRK000037947_M
MRK000037948_M
MRK000038797_M
MRK000038808_M
MRK000060662_M
MRK000010385_M
MRK000017189_M
MRK000036759_M
MRK000036765_M
MRK000036771_M
MRK000036775_M
MRK000036777_M
MRK000037140_M
GIM40129_M
GIM40130_M
GIM40994_M
GIM40995_M
GIM40996_M
GIM40997_M
GIM40998_M
GIM40999_M
GIM41000_M
GIM41001_M
GIS78647_M
GIS78648_M
GIS78649_M
GIS78650_M
MRK000010381_M
MRK000010382_M
MRK000010386_M
MRK000010389_M
MRK000010398_M
MRK000010399_M
MRK000037840_M
MRK000060660_M
MHI10163_M
MHI10164_M
MHI10165_M
MHI10166_M
MRK000010388_M
MRK000012412_M
MRK000018168_M
MRK000018170_M
MRK000018203_M
MRK000037997_M
ACAABC00_M
ACAAFC00_M
ACAAGC00_M
ACAAHC00_M
ACAAIC00_M
ACAAPC02_M
ACAAWC02_M
ACARARC05_M
ADV500679_M
ADV500921_M
ADV530119_M
ADV531119_M
ADV532119_M
ADV537211_M
ADV577119_M
ADV578110_M
ADV596211_M
ADV597211_M
ADV921864_M
ADV923914_M
ADV924021_M
ADV962115_M
APL4021_M
APL4022_M
APL4024_M
APL4027_M
APL4073_M
APL4204ML-A_M
BAN43641_M
BAN43643_M
BRD00740_M
BRD00741_M
BRD58775_M
BRD58776_M
BRD58777_M
BRD58778_M
BRE648619_M
BRE651211_M
BRE652211_M
BRE653610_M
BRE654610_M
BRE669310_M
BRE922132_M
BRE922133_M
CAR170196_M
CAR170197_M
CAR170198_M
CAR170199_M
CAR170200_M
CAR170201_M
CAR42381_M
CAR42383_M
CHC12251415_M
CHC12251714_M
CHC12251715_M
CHC12251716_M
CHC12251719_M
CHC12251721_M
CHCSTER1_M
CHO397168_M
CHO397178_M
CRD0783_M
CRD0787_M
CRD0791_M
CRD3322_M
CRD5507_M
CRD5531_M
CRD6789_M
CRD6794_M
CRD6799_M
CRD6804_M
CRD6870_M
CTX40011_M
CTX40012_M
CTX40013_M
CTX40558_M
CTX40560_M
CTZ2211_M
CTZ2214_M
CTZ2215_M
CTZ2217_M
CTZ33025_M
CTZ33027_M
DIE10015_M
DIE10018_M
DIE10021_M
DIE10140_M
DIE10144_M
DIE10147_M
DIE10217_M
DIENDCBOX01_M
DIENDCBOX04_M
EDG0346_M
EDG0353_M
EDG0360_M
EDG0377_M
EDG0384_M
EDG88011_M
EDG88035_M
EDG88059_M
EDG88073_M
EUK81274883_M
EUK81277710_M
EUK81302275_M
EUK81302279_M
FOR7720_M
FSK12186286_M
FSK12186287_M
FSK12211527_M
FSK12211535_M
FSK12211584_M
FSK12211789_M
FSK12211798_M
FSK12260333_M
GATOADV1_M
GATOAPL1_M
GATOAPL2_M
GATOCTZ1_M
GATONTH1_M
GATONTH2_M
GATONTH3_M
GATONTV1_M
GATONTV2_M
GATOSAB1_M
GATOTRU1_M
GATOTRU2_M
HIL10231U_M
HIL10545R_M
HIL10749R_M
HIL10993U_M
HIL1680M_M
HIL2148M_M
HIL2232DA_M
HIL2843R_M
HIL3673V_M
HIL4296M_M
HIL4318M_M
HIL4322M_M
HIL4328M_M
HIL45542_M
HIL4565M_M
HIL46650_M
HIL5144M_M
HIL5197X_M
HIL603926_M
HIL604445_M
HIL605366_M
HIL605368_M
HIL605369_M
HIL605955_M
HIL605992_M
HIL605994_M
HIL606770_M
HIL607239_M
HIL607265_M
HIL607385_M
HIL607621_M
HIL607675_M
HIL607869_M
HIL608547_M
HIL608886_M
HIL6135M_M
HIL7520DA_M
HIL7608DA_M
HIL7619DA_M
HIL8685M_M
HIL8695M_M
HIL8738M_M
HIL8775DA_M
HIL9185M_M
HIL9186M_M
HIL9188M_M
HIL9351DA_M
HIL9352DA_M
HIL9353DA_M
HILCATID1_M
HILCATZD1_M
HPC70536_M
HPC70540_M
HPC70563_M
HPC70575_M
HPC70580_M
HPC70585_M
HPC70604_M
HPC70608_M
HPC70612_M
HPC70615_M
IAM36135_M
IAM36139_M
IAM81334814_M
KWD201_M
KWK40948_M
KWK40949_M
KWK40950_M
KWK70496_M
KWK70497_M
KWK70498_M
KWK70499_M
LEN01498_M
LEN01504_M
LEN01511_M
LEN01528_M
LEN01535_M
LENLEGORIKITT2KG_M
LENLENDAORICATLIGST_M
LIB920307_M
LIB920308_M
LIB920310_M
LIB920477_M
LIB923383_M
LIB926240_M
LIB926472_M
LIB963046_M
LILCDDC2KG_M
LILCDFF81_M
LILCDK83_M
LILCDMM84_M
MRK000028405_M
MRK000028410_M
MRK000028498_M
MRK000203582_M
MRK000204461_M
MRK000208833_M
MRK000209567_M
MRK000211264_M
MRK000211392_M
MRK000211394_M
MRK000211396_M
MRK000211398_M
MRK000211404_M
MRK000215337_M
MRK000215340_M
MRK000215343_M
MRK000215352_M
MRK000215354_M
MRK000215358_M
MRK000220196_M
MRK000220255_M
MRK000220257_M
MRK000220440_M
MRK000220998_M
MRK000221294_M
MRK000221296_M
MRK000221367_M
MRK000221369_M
MRK000221372_M
MRK000221374_M
MRK000222061_M
MRK000223302_M
MRK000223306_M
MRK000223308_M
MRK000223312_M
MRK000223318_M
MRK000223327_M
MRK000223333_M
MRK000223340_M
MRK000223342_M
MRK000223847_M
MRK000232187_M
MRK000232189_M
MRK000232223_M
MRK000232225_M
MRK000232250_M
MRK000232252_M
MRK000232255_M
MUBVER4_M
NGRASC33WI06_M
NGRASC35KR02_M
NGRASC35KR06_M
NGRASC39SI02_M
NGRASC40SL02_M
NGRASC87SC05_M
NGRASJ61O12_M
NTANR009_M
NTANR079_M
NTANR081_M
NTANR248_M
NTANR252_M
NTANR256_M
NTH40437_M
NTH40438_M
NTH40439_M
NTH40440_M
NTH40441_M
NTH40442_M
NTH40810_M
NTH40811_M
NTH40812_M
NTH40813_M
NTH41772_M
NTH41776_M
NTH41777_M
NTH88587_M
NTH88592_M
NTH88594_M
NTHCATALERGY1_M
NTHCATDIAB1_M
NTHCATGASTRO1_M
NTHCATOBESO1_M
NTHCATRENAL1_M
NTHCATSTRUV1_M
NTV927170_M
NTV927173_M
NTV927175_M
NTV927177_M
NTV927179_M
NTV927180_M
NTV927181_M
NTV927182_M
ONE12109265_M
ONE12167632_M
ONE12171445_M
ONE12178389_M
ONE12210923_M
ONE12230946_M
ONE12236995_M
ONE12298018_M
ONE12300790_M
ONE507809_M
ONE508302_M
ONESTER1_M
OPNONC52AD08_M
OPNONC53KT08_M
OPNONC54SA08_M
OPNONC55LH08_M
OPNONC56ST08_M
OPNONC57HB08_M
OPNONC58MA08_M
OPNONC59EX08_M
OPNONC62CP08_M
OPNONC64SP02_M
OPNONC67RP08_M
ORJ9227_M
ORJOC07_M
ORJOFC07_M
ORJOFTC01_M
ORJOGC00_M
ORJOKC00_M
ORJOOTC05_M
OWN031572_M
OWN031575_M
OWN031607_M
OWN031608_M
OWN031616_M
OWN031640_M
OWN031643_M
OWN31459_M
OWN31463_M
OWN39045_M
OWN39048_M
OWN40472_M
OWN40491_M
PRO12171004_M
PRO12171885_M
PRO12171887_M
PRO12171894_M
PRO12172055_M
PRO12172069_M
PRO12263291_M
PRO42204_M
PRO5114375_M
PROCAT1_M
PROSTER1_M
PROSTER2_M
PVD12274151_M
PVD12274152_M
PVD12274441_M
PVD12274443_M
PVD12274494_M
PVD12274495_M
PVD12274526_M
PVD12274657_M
PVDCATFORBOX_M
ROY1228000_M
ROY1323200_M
ROY2515200_M
ROY2549400_M
ROY2566201_M
ROY302036_M
ROY306230_M
ROY306813_M
ROY307028_M
ROY307161_M
ROY307312_M
ROY309161_M
ROY309338_M
ROY309560_M
ROY309760_M
ROY310311_M
ROY310715_M
ROY310910_M
ROY312362_M
ROY312835_M
ROY313529_M
ROY315112_M
ROY315631_M
ROY316028_M
ROY316210_M
ROY316512_M
ROY316812_M
ROY317012_M
ROY317453_M
ROY317536_M
ROY317628_M
ROY317828_M
ROY318027_M
ROY318613_M
ROY319130_M
ROY319712_M
ROY444434_M
ROY444529_M
ROY445034_M
ROY445260_M
ROY445444_M
ROY46451_M
ROY490026_M
ROY490136_M
ROY490330_M
ROY490726_M
ROY490926_M
ROY491131_M
ROY491828_M
ROY491936_M
ROY492028_M
ROY492129_M
ROY492328_M
ROY492528_M
ROY493627_M
ROY494136_M
ROY496028_M
ROY496428_M
ROY5360_M
SAB1244_M
SAB40998_M
SAJ41979_M
SAJ41980_M
SAJ41981_M
SAJ41982_M
SHR1958427_M
SHR1958429_M
SHR1958430_M
SHR1958431_M
SHR1958432_M
SHR1958444_M
SHR41253_M
SHR41255_M
SHR41257_M
SHR41258_M
SHR41260_M
SHR41261_M
SHR41262_M
SHR41264_M
SHR45668_M
SPE221011_M
SPE221021_M
SPE221031_M
SPE221041_M
SPE221051_M
SPE221071_M
SPE221081_M
SPE221091_M
SPE221101_M
SPE221125_M
SPEVXFCD1_M
SPEVXFKD1_M
SPEVXFRD2_M
SPEVXFYDHY2_M
TAS1009774_M
TAS74198604666_M
TAS74198611027_M
TIN922261_M
TIN922263_M
TIN922266_M
TIN923214_M
TRA5401610150_M
TRA5402630300_M
TRA5402650760_M
TRA924821_M
TRA924823_M
TRA924836_M
TRA924847_M
TRA925624_M
TRF88968_M
TRU41824_M
TRU41825_M
TRU41827_M
TRU41829_M
TRU41830_M
TRU41831_M
TRU70960_M
TRU88018_M
TRU88019_M
TRU88023_M
TRU88025_M
TRU88080_M
TRU88966_M
TRW40491_M
TRW40492_M
TRW40494_M
ULT607211_M
ULT609210_M
ULT610211_M
ULT724210_M
ULT725310_M
ULT748210_M
ULT921761_M
VIRAC360051_M
VIRAC360055_M
VIRAC360061_M
VIRAC360067_M
VIRAC360072_M
VIRAC360088_M
VIRAC360090_M
VIRAC360093_M
VIRAC360096_M
VIRAC360099_M
VIRAC360101_M
VIRAC360102_M
VIRAC360167_M
WEEWCF01_M
WEEWCF03_M
WEEWCF05_M
WEL10717_M
WEL10724_M
WEL10726_M
WEL10728_M
WEL10831_M
COM306051_M
FED12220_M
FED4597_M
MRK000207749_M
PNN26858_M
SAB31285_M
SAB31286_M
SAB31287_M
SAB31288_M
SAJ40660_M
SAJ40661_M
SAJ40662_M
SAJ40663_M
SAJ40664_M
SAJ40665_M
SAJ40666_M
SAJ43980_M
SAJ43981_M
SAJ43982_M
SAJ43983_M
SAJ43984_M
MRK000010394_M
MRK000010395_M
MRK000037731_M
ONE12211962_M
ONE12211964_M
ONE12236147_M
ONE12317222_M
ONE12340611_M
ONE12382625_M
ONE40960_M
MRK000001073_M
MRK000010444_M
MRK000010448_M
MRK000010734_M
MRK000010736_M
MRK000012077_M
MRK000012126_M
MRK000012127_M
MRK000013680_M
MRK000013700_M
MRK000013860_M
MRK000013942_M
MRK000013976_M
MRK000014000_M
MRK000014006_M
MRK000016277_M
MRK000018174_M
MRK000018185_M
MRK000018196_M
MRK000018199_M
MRK000018810_M
MRK000018814_M
MRK000018836_M
MRK000018838_M
MRK000018848_M
MRK000019641_M
MRK000019642_M
MRK000019643_M
MRK000019666_M
MRK000019667_M
MRK000019974_M
MRK000024585_M
MRK000024611_M
MRK000024709_M
MRK000025861_M
MRK000025870_M
MRK000036812_M
MRK000037754_M
MRK000038087_M
MRK000038250_M
MRK000038251_M
MRK000038252_M
ERA47997_M
ERA47998_M
ERAERA100417_M
ERAERA100418_M
ERAERA170906_M
ERAERA170907_M
ERAERA170910_M
ERAERA170912_M
ERAERA170913_M
ERAERA170916_M
ERAERA170918_M
CRD0807_M
CRD0808_M
CRD0809_M
CRD0810_M
CRD0811_M
CRD2498_M
CRF46402_M
CRF46405_M
MRK000010473_M
MRK000010494_M
MRK000019569_M
MRK000037361_M
MRK000037698_M
SHR1958451_M
SHR1958452_M
SHR1958453_M
SHR1958455_M
SHR45670_M
SHRSCH0910_M
SHRSCH0911_M
SHRSCH0912_M
SHRSCH0923_M
MRK000010485_M
MRK000010713_M
MRK000010716_M
MRK000012125_M
MRK000012128_M
MRK000012977_M
MRK000016162_M
MRK000016163_M
MRK000017151_M
MRK000017160_M
MRK000018129_M
MRK000019977_M
MRK000025879_M
MRK000025881_M
MRK000025883_M
FLA1030061_M
FLA1030082_M
FLA1030084_M
FLA1030088_M
FLA1030210_M
FLA1030688_M
FLA1031266_M
FLA1031336_M
FLA1031371_M
FLA103611_M
FLA103615_M
FLA103616_M
FLA1041_M
FLA10430_M
FLA107680_M
FLA110109_M
FLA110110_M
FLA13160_M
FLA15529_M
FLA15531_M
FLA15537_M
FLA16229_M
FLA16245_M
FLA16261_M
FLA16262_M
FLA16268_M
FLA16271_M
FLA16275_M
FLA16308_M
FLA16315_M
FLA16320_M
FLA16325_M
FLA16328_M
FLA16329_M
FLA16331_M
FLA16333_M
FLA16344_M
FLA16350_M
FLA16358_M
FLA16362_M
FLA16370_M
FLA16393_M
FLA16401_M
FLA16402_M
FLA16414_M
FLA16417_M
FLA16423_M
FLA16437_M
FLA16443_M
FLA16444_M
FLA16453_M
FLA16459_M
FLA16467_M
FLA16473_M
FLA16475_M
FLA16484_M
FLA16490_M
FLA16509_M
FLA16512_M
FLA16518_M
FLA16520_M
FLA16534_M
FLA16539_M
FLA16545_M
FLA16550_M
FLA16556_M
FLA16557_M
FLA16597_M
FLA16599_M
FLA16606_M
FLA16615_M
FLA16616_M
FLA16617_M
FLA16637_M
FLA16650_M
FLA16654_M
FLA16657_M
FLA16666_M
FLA16678_M
FLA16679_M
FLA16691_M
FLA16696_M
FLA16700_M
FLA16708_M
FLA16710_M
FLA16711_M
FLA16712_M
FLA16716_M
FLA16723_M
FLA16728_M
FLA16735_M
FLA16760_M
FLA16769_M
FLA16772_M
FLA16775_M
FLA16783_M
FLA16785_M
FLA16801_M
FLA16812_M
FLA16814_M
FLA16817_M
FLA16818_M
FLA16842_M
FLA16854_M
FLA16866_M
FLA16868_M
FLA16878_M
FLA16880_M
FLA16884_M
FLA16892_M
FLA16918_M
FLA16923_M
FLA16924_M
FLA16926_M
FLA16927_M
FLA17001_M
FLA17003_M
FLA17006_M
FLA17010_M
FLA17018_M
FLA17024_M
FLA17034_M
FLA17042_M
FLA17046_M
FLA17051_M
FLA17195_M
FLA17199_M
FLA17653_M
FLA17661_M
FLA18819_M
FLA18853_M
FLA18855_M
FLA18878_M
FLA19520_M
FLA19522_M
FLA19524_M
FLA19743_M
FLA19753_M
FLA19765_M
FLA200205_M
FLA20087_M
FLA201884_M
FLA20570_M
FLA20605_M
FLA20730_M
FLA210070_M
FLA210118_M
FLA210120_M
FLA210122_M
FLA210130_M
FLA210134_M
FLA210136_M
FLA23453_M
FLA23878_M
FLA23880_M
FLA24064_M
FLA26904_M
FLA27651_M
FLA27703_M
FLA28961_M
FLA29150_M
FLA29354_M
FLA30372_M
FLA31404_M
FLA31406_M
FLA31408_M
FLA31409_M
FLA31412_M
FLA31471_M
FLA31481_M
FLA32635_M
FLA32638_M
FLA32642_M
FLA32658_M
FLA32663_M
FLA32666_M
FLA32669_M
FLA32670_M
FLA32671_M
FLA32674_M
FLA32677_M
FLA32717_M
FLA32720_M
FLA33252_M
FLA33263_M
FLA33267_M
FLA33271_M
FLA33273_M
FLA33274_M
FLA33277_M
FLA33280_M
FLA33282_M
FLA33284_M
FLA33286_M
FLA33291_M
FLA33292_M
FLA33293_M
FLA33297_M
FLA33298_M
FLA33299_M
FLA33300_M
FLA33301_M
FLA33303_M
FLA33395_M
FLA34483_M
FLA34605_M
FLA35106_M
FLA35107_M
FLA35108_M
FLA35110_M
FLA35111_M
FLA35114_M
FLA35115_M
FLA35119_M
FLA35121_M
FLA35122_M
FLA35123_M
FLA35124_M
FLA35126_M
FLA35127_M
FLA35130_M
FLA35137_M
FLA36102_M
FLA37140_M
FLA37142_M
FLA37143_M
FLA37144_M
FLA37902_M
FLA38840_M
FLA38843_M
FLA38846_M
FLA38852_M
FLA38856_M
FLA38861_M
FLA38871_M
FLA38876_M
FLA38877_M
FLA38878_M
FLA38879_M
FLA38880_M
FLA38884_M
FLA38887_M
FLA38890_M
FLA38896_M
FLA38903_M
FLA38905_M
FLA38908_M
FLA38909_M
FLA38910_M
FLA38911_M
FLA38929_M
FLA38931_M
FLA38936_M
FLA39457_M
FLA39947_M
FLA39948_M
FLA39949_M
FLA39950_M
FLA39951_M
FLA39952_M
FLA39955_M
FLA39956_M
FLA39958_M
FLA39960_M
FLA39964_M
FLA39965_M
FLA39966_M
FLA39967_M
FLA39968_M
FLA39969_M
FLA39973_M
FLA39974_M
FLA39975_M
FLA39976_M
FLA39977_M
FLA39979_M
FLA39981_M
FLA39982_M
FLA39983_M
FLA39984_M
FLA39985_M
FLA39987_M
FLA39990_M
FLA39999_M
FLA40000_M
FLA40003_M
FLA40006_M
FLA40007_M
FLA40008_M
FLA40009_M
FLA40010_M
FLA40013_M
FLA40014_M
FLA40015_M
FLA40016_M
FLA40017_M
FLA40018_M
FLA40019_M
FLA40020_M
FLA40022_M
FLA40024_M
FLA40027_M
FLA40033_M
FLA40035_M
FLA40036_M
FLA40037_M
FLA40040_M
FLA40042_M
FLA40044_M
FLA40046_M
FLA40051_M
FLA40052_M
FLA40271_M
FLA42436_M
FLA42437_M
FLA42438_M
FLA42439_M
FLA42440_M
FLA42442_M
FLA42444_M
FLA42445_M
FLA42446_M
FLA42447_M
FLA42448_M
FLA42449_M
FLA42451_M
FLA42452_M
FLA42453_M
FLA42456_M
FLA42459_M
FLA43120_M
FLA43124_M
FLA43125_M
FLA43126_M
FLA43127_M
FLA43128_M
FLA43129_M
FLA43557_M
FLA44038_M
FLA44039_M
FLA44149_M
FLA44159_M
FLA44160_M
FLA44161_M
FLA44162_M
FLA44163_M
FLA44164_M
FLA44165_M
FLA44166_M
FLA44167_M
FLA44168_M
FLA44169_M
FLA44171_M
FLA44173_M
FLA44174_M
FLA44175_M
FLA44176_M
FLA44177_M
FLA44178_M
FLA44179_M
FLA44180_M
FLA44183_M
FLA44185_M
FLA44187_M
FLA44188_M
FLA45108_M
FLA45291_M
FLA45634_M
FLA45787_M
FLA46021_M
FLA46022_M
FLA46023_M
FLA46024_M
FLA46025_M
FLA46026_M
FLA46027_M
FLA46028_M
FLA46029_M
FLA46031_M
FLA46032_M
FLA46033_M
FLA46034_M
FLA46035_M
FLA46036_M
FLA46037_M
FLA46038_M
FLA46075_M
FLA46205_M
FLA46276_M
FLA46389_M
FLA46390_M
FLA46589_M
FLA47761_M
FLA47935_M
FLA500150_M
FLA500798_M
FLA500799_M
FLA501955_M
FLA501980_M
FLA502225_M
FLA502252_M
FLA503805_M
FLA503807_M
FLA503888_M
FLA503918_M
FLA503966_M
FLA503989_M
FLA504339_M
FLA504410_M
FLA504916_M
FLA507322_M
FLA507516_M
FLA507666_M
FLA507805_M
FLA511796_M
FLA512458_M
FLA512556_M
FLA513735_M
FLA515130_M
FLA515132_M
FLA515134_M
FLA515138_M
FLA515377_M
FLA516133_M
FLA516739_M
FLA516779_M
FLA516850_M
FLA516906_M
FLA517055_M
FLA5171_M
FLA517266_M
FLA517540_M
FLA517579_M
FLA517943_M
FLA517983_M
FLA517997_M
FLA518005_M
FLA518006_M
FLA518034_M
FLA518042_M
FLA518124_M
FLA518125_M
FLA518129_M
FLA518199_M
FLA518200_M
FLA518216_M
FLA518464_M
FLA518469_M
FLA518560_M
FLA518569_M
FLA518614_M
FLA518615_M
FLA518655_M
FLA518688_M
FLA518861_M
FLA518981_M
FLA518994_M
FLA519492_M
FLA519494_M
FLA519495_M
FLA519504_M
FLA519505_M
FLA519506_M
FLA519507_M
FLA519518_M
FLA519569_M
FLA519574_M
FLA519710_M
FLA519711_M
FLA519725_M
FLA519733_M
FLA519734_M
FLA519935_M
FLA519936_M
FLA520212_M
FLA520220_M
FLA520253_M
FLA520365_M
FLA520520_M
FLA520643_M
FLA520646_M
FLA520649_M
FLA520650_M
FLA520651_M
FLA520652_M
FLA520653_M
FLA520711_M
FLA520717_M
FLA520718_M
FLA520783_M
FLA520810_M
FLA520812_M
FLA520822_M
FLA520823_M
FLA520824_M
FLA520835_M
FLA520837_M
FLA520839_M
FLA520841_M
FLA520852_M
FLA520890_M
FLA520943_M
FLA521053_M
FLA521057_M
FLA521066_M
FLA521368_M
FLA521374_M
FLA521651_M
FLA521652_M
FLA521742_M
FLA521755_M
FLA521878_M
FLA521879_M
FLA521880_M
FLA521881_M
FLA521882_M
FLA521883_M
FLA521887_M
FLA521889_M
FLA521910_M
FLA521911_M
FLA521912_M
FLA521946_M
FLA521956_M
FLA521957_M
FLA521958_M
FLA521959_M
FLA521960_M
FLA521961_M
FLA521968_M
FLA5331473_M
FLA5333350_M
FLA5334576_M
FLA5334670_M
FLA5334712_M
FLA5345416_M
FLA5345417_M
FLA5346092_M
FLA5346108_M
FLA5346243_M
FLA5346245_M
FLA5346274_M
FLA5469_M
FLA5471_M
FLA560005_M
FLA560066_M
FLA560103_M
FLA560140_M
FLA560141_M
FLA560146_M
FLA560148_M
FLA560149_M
FLA560206_M
FLA560259_M
FLA560282_M
FLA560292_M
FLA560294_M
FLA560314_M
FLA560315_M
FLA560426_M
FLA560440_M
FLA560487_M
FLA560494_M
FLA560496_M
FLA560502_M
FLA560503_M
FLA560504_M
FLA560505_M
FLA560506_M
FLA560508_M
FLA560509_M
FLA560527_M
FLA560528_M
FLA560565_M
FLA560595_M
FLA560619_M
FLA560620_M
FLA560627_M
FLA560646_M
FLA560666_M
FLA560668_M
FLA560686_M
FLA560706_M
FLA560769_M
FLA560770_M
FLA560782_M
FLA560797_M
FLA560815_M
FLA560816_M
FLA560820_M
FLA560822_M
FLA560840_M
FLA560853_M
FLA560905_M
FLA560916_M
FLA560917_M
FLA560918_M
FLA560991_M
FLA560995_M
FLA561012_M
FLA561020_M
FLA561069_M
FLA561092_M
FLA561093_M
FLA561095_M
FLA561100_M
FLA561102_M
FLA561104_M
FLA561106_M
FLA561119_M
FLA561126_M
FLA561127_M
FLA561152_M
FLA561176_M
FLA561177_M
FLA561179_M
FLA561211_M
FLA561226_M
FLA561232_M
FLA561235_M
FLA561236_M
FLA561237_M
FLA561264_M
FLA561267_M
FLA561269_M
FLA561285_M
FLA561286_M
FLA561287_M
FLA561289_M
FLA561291_M
FLA561298_M
FLA561299_M
FLA561300_M
FLA561306_M
FLA561307_M
FLA561308_M
FLA561309_M
FLA561310_M
FLA561314_M
FLA561323_M
FLA561333_M
FLA561336_M
FLA561339_M
FLA561341_M
FLA561342_M
FLA561375_M
FLA561416_M
FLA561434_M
FLA561438_M
FLA561475_M
FLA561477_M
FLA5654_M
FLA5656_M
FLA60029_M
FLA64723_M
FLA64967_M
FLA6571_M
FLA6830_M
FLA6844_M
FLA6867_M
FLA6873_M
FLA6928_M
FLA6929_M
FLA6930_M
FLA6935_M
FLA6937_M
FLA6939_M
FLA6940_M
FLA6941_M
FLA6961_M
FLA6967_M
FLA6968_M
FLA6983_M
FLA6984_M
FLA6985_M
FLA6999_M
FLA7010_M
FLA7013_M
FLA7014_M
FLA7021_M
FLA7029_M
FLA7032_M
FLA7039_M
FLA7060_M
FLA7061_M
FLA7062_M
FLA7091_M
FLA7096_M
FLA7115_M
FLA7118_M
FLA7119_M
FLA7121_M
FLA7145_M
FLA7149_M
FLA7164_M
FLA7193_M
FLA7194_M
FLA7196_M
FLA7198_M
FLA7205_M
FLA7221_M
FLA7225_M
FLA7234_M
FLA7237_M
FLA7238_M
FLA7240_M
FLA7295_M
FLA7300_M
FLA7308_M
FLA7314_M
FLA7331_M
FLA7332_M
FLA7341_M
FLA7370_M
FLA7376_M
FLA7398_M
FLA7407_M
FLA7409_M
FLA7413_M
FLA7417_M
FLA7428_M
FLA8103_M
FLA8108_M
FLA8110_M
FLA8121_M
FLA8127_M
FLA8128_M
FLA8129_M
FLA8131_M
FLA8134_M
FLA8135_M
FLA8255_M
FLA8256_M
FLAFL200020_M
FLAFL201650_M
FLAFL400084_M
FLAFL515187_M
FRO01VAD75323_M
FRO1030276_M
FROV01VAD1803_M
FROV01VAD5826_M
KAR1030076_M
KAR1030497_M
KAR1030498_M
KAR1030965_M
KAR1030966_M
KAR1030969_M
KAR1030995_M
KAR1031001_M
KAR15226_M
KAR200197_M
KAR31802_M
KAR31817_M
KAR31819_M
KAR32698_M
KAR44079_M
KAR45178_M
KAR47021_M
KAR47768_M
KAR501206_M
KAR502594_M
KAR503853_M
KAR503889_M
KAR504231_M
KAR504391_M
KAR507679_M
KAR511703_M
KAR512211_M
KAR513239_M
KAR513922_M
KAR513924_M
KAR515372_M
KAR57001_M
KAR60030_M
KAR64241_M
KAR64904_M
KAR64906_M
KAR64907_M
KAR64908_M
KAR64939_M
KAR64961_M
KAR65565_M
KAR84776_M
MRK000029108_M
MRK000030025_M
MRK000030036_M
MRK000030069_M
MRK000030398_M
MRK000030399_M
MRK000030400_M
MRK000030402_M
MRK000030406_M
MRK000030632_M
MRK000030634_M
MRK000030635_M
MRK000030640_M
MRK000030647_M
MRK000030657_M
MRK000030660_M
MRK000030662_M
MRK000030675_M
MRK000030680_M
MRK000030682_M
MRK000030835_M
MRK000030923_M
MRK000030926_M
MRK000031343_M
MRK000031355_M
MRK000031418_M
MRK000031424_M
MRK000031490_M
MRK000031501_M
MRK000031502_M
MRK000031504_M
MRK000031517_M
MRK000031566_M
MRK000031578_M
MRK000031592_M
MRK000031595_M
MRK000031614_M
MRK000031625_M
MRK000031637_M
MRK000031886_M
MRK000031887_M
MRK000031897_M
MRK000033016_M
MRK000033199_M
MRK000033201_M
MRK000033260_M
MRK000033267_M
MRK000033275_M
MRK000033286_M
